article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0925764001,925764,Carmen blouse,258,Blouse,Garment Upper body,1010007,Embroidery,10,White,1,Dusty Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide blouse in a cotton weave with broderie anglaise, a small stand-up collar and loose top-layer collar that covers the shoulders. Buttons down the front, long balloon sleeves with narrow, covered elastication at the cuffs, and a scalloped hem."
0925836001,925836,Manderin,275,Skirt,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Calf-length skirt in a patterned crêpe weave. High waist with covered elastication and a seam at the hem for added width. Lined in fabric made partly from recycled polyester.
0925842001,925842,Rolle Minibag,78,Other accessories,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3420,Small Accessories Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Small, round bag in quilted imitation leather. Space for one bank card, a zip at the top and a carabiner hook at the back. Narrow, detachable shoulder strap. Lining in woven fabric made from recycled polyester. Diameter approx. 10 cm. Depth 1.5 cm."
0925916001,925916,SEC SPEED LS MISCHA BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Cropped blouse in an airy weave with a smocked bodice and frill-trimmed, square neckline. Long, wide sleeves with concealed elastication over the shoulders and smocking at the cuffs with a small frill trim."
0925916003,925916,SEC SPEED LS MISCHA BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,61,Light Purple,3,Light,6,Lilac Purple,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Cropped blouse in an airy weave with a smocked bodice and frill-trimmed, square neckline. Long, wide sleeves with concealed elastication over the shoulders and smocking at the cuffs with a small frill trim."
0925978001,925978,Carmen felt Hat,509,Felt hat,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Sturdy hat in felted wool with a band. Width of brim 7 cm.
0925978002,925978,Carmen felt Hat.,76,Hat/brim,Accessories,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Sturdy hat in felted wool with a band. Width of brim 7 cm.
0925978003,925978,Carmen felt Hat.,76,Hat/brim,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Sturdy hat in felted wool with a band. Width of brim 7 cm.
0926015001,926015,Seamless Leggings Rib,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Ribbed leggings designed with the minimum number of seams for a more comfortable fit and increased mobility.
0926015005,926015,Seamless Leggings Rib,273,Leggings/Tights,Garment Lower body,1010016,Solid,63,Dark Purple,4,Dark,12,Grey,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Ribbed leggings designed with the minimum number of seams for a more comfortable fit and increased mobility.
0926026001,926026,Bernhard tencel shirt.,259,Shirt,Garment Upper body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Straight-cut shirt in airy Tencel™ lyocell denim with a collar, buttons down the front and a yoke with a pleat at the back. Long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
0926164001,926164,LW (K) CATRIN consc shorts,296,Pyjama bottom,Nightwear,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Shorts in a soft knit containing some wool. High waist with covered elastication and a narrow, ribbed trim around the hems. The polyester content of the shorts is recycled."
0926166001,926166,LW (K) CATRIN consc cardi,245,Cardigan,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short cardigan in a soft knit containing some wool with a V-neck, buttons down the front and patch front pockets. Dropped shoulders, long sleeves and ribbing at the cuffs and hem. The polyester content of the cardigan is recycled."
0926221002,926221,Yoga Taffeta skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length skirt in woven fabric made from a cotton blend with a slight sheen. High paper bag waist with covered elastication, a small frill trim and pleats for added width. Discreet side pockets. Unlined."
0926221003,926221,Yoga Taffeta skirt,275,Skirt,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length skirt in woven fabric made from a cotton blend with a slight sheen. High paper bag waist with covered elastication, a small frill trim and pleats for added width. Discreet side pockets. Unlined."
0926246001,926246,Summer nights dress,265,Dress,Garment Full body,1010021,Lace,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short lace dress with a concealed zip at the back and long, slightly wider sleeves with narrow, covered elastication at the cuffs. Fitted at the top, a seam at the waist and a wide, circular skirt. Lined."
0926246003,926246,Summer nights dress,265,Dress,Garment Full body,1010021,Lace,13,Beige,1,Dusty Light,1,Mole,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short lace dress with a concealed zip at the back and long, slightly wider sleeves with narrow, covered elastication at the cuffs. Fitted at the top, a seam at the waist and a wide, circular skirt. Lined."
0926277001,926277,Moses dress,265,Dress,Garment Full body,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length, gathered dress in woven fabric with decorative frill trims. Small, frilled collar, an opening and button at the back of the neck and long puff sleeves with a button at the cuffs. Elasticated seam at the waist and a gathered, frill-trimmed seam around the skirt for added volume at the hem. Unlined."
0926277002,926277,Moses dress,265,Dress,Garment Full body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length, gathered dress in woven fabric with decorative frill trims. Small, frilled collar, an opening and button at the back of the neck and long puff sleeves with a button at the cuffs. Elasticated seam at the waist and a gathered, frill-trimmed seam around the skirt for added volume at the hem. Unlined."
0926285001,926285,Grape,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a viscose crêpe weave with a sweetheart neckline, long puff sleeves with a button at the cuffs, a concealed zip at the back and a seam at the waist. Unlined."
0926285002,926285,Grape,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a viscose crêpe weave with a sweetheart neckline, long puff sleeves with a button at the cuffs, a concealed zip at the back and a seam at the waist. Unlined."
0926306001,926306,Charlie top Conscious,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Straight-style top in jersey crêpe with a boat neck. Short, wide sleeves with pleats and double-layered trims."
0926306003,926306,Charlie top Conscious,254,Top,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Straight-style top in jersey crêpe with a boat neck. Short, wide sleeves with pleats and double-layered trims."
0926310001,926310,Dress up Bat body,277,Costumes,Garment Full body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Bat costume with a long-sleeved bodysuit and hat in jersey. Bodysuit with glittery bat wings and fasteners on one shoulder and at the crotch. Hat with a turned-up hem and decorative ears.
0926335001,926335,Sylvia metal ponytaill,73,Hair string,Accessories,1010009,Glittering/Metallic,5,Gold,5,Bright,15,Metal,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics with metal decorations in the shape of flowers.
0926340001,926340,LOGG Scout dress,252,Sweater,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1949,Knitwear,A,Ladieswear,1,Ladieswear,2,H&M+,1003,Knitwear,"Short dress in a soft rib knit containing some wool. Relaxed fit with dropped shoulders, long sleeves and slits in the sides. Ribbing around the neckline, cuffs and hem."
0926354001,926354,MISCHA S/S BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Cropped blouse in an airy weave with a smocked bodice and a frill-trimmed, square neckline. Short puff sleeves with concealed elastication over the shoulders and frill-trimmed, smocked hems."
0926378001,926378,Class Attie hoop,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,A pair of octagonal metal earrings.
0926387001,926387,Ulrica pu overshirt,262,Jacket,Garment Upper body,1010026,Other structure,9,Black,4,Dark,5,Black,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Oversized, knee-length shirt jacket in grained imitation leather with a pointed collar, buttons down the front and yoke with a pleat at the back. Low dropped shoulders, long, wide sleeves with wide, buttoned cuffs, large open chest pockets and a rounded hem. Longer at the back. Unlined."
0926391001,926391,Corey tee,255,T-shirt,Garment Upper body,1010008,Front print,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Oversized mesh T-shirt with dropped shoulders.
0926418001,926418,Luigidress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Short, imitation leather dress in a boxy style at the top with a tapered waist. Collar, buttons down the front, low dropped shoulders and long, voluminous sleeves with buttoned cuffs. Unlined."
0926427001,926427,Phillipa dress,265,Dress,Garment Full body,1010017,Stripe,72,Blue,2,Medium Dusty,2,Blue,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Fitted dress in woven fabric made from a cotton blend with a small stand-up collar, covered buttons at the back of the neck and a concealed zip at the back. Voluminous, lined, raglan sleeves."
0926431001,926431,Evangeline blouse,259,Shirt,Garment Upper body,1010016,Solid,10,White,1,Dusty Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Straight-cut blouse in an airy, frill-trimmed cotton weave. Grandad collar, buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Frill at the back that continues down the sleeves, and a rounded hem. Longer at the back."
0926433001,926433,Otis blouse,258,Blouse,Garment Upper body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide, A-line blouse in woven fabric with a stand-up collar and opening at the neck with ties. Long, voluminous sleeves with ties at the cuffs."
0926433002,926433,Otis blouse,258,Blouse,Garment Upper body,1010021,Lace,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide, A-line blouse in woven fabric with a stand-up collar and opening at the neck with ties. Long, voluminous sleeves with ties at the cuffs."
0926436001,926436,Tense lace top,258,Blouse,Garment Upper body,1010021,Lace,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Long-sleeved lace blouse with a stand-up collar and concealed zip at the back. Decorative scalloped trim around the collar, cuffs and hem. Unlined."
0926450001,926450,8p smashing terrys,73,Hair string,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics in various designs.
0926469001,926469,SPORT Karin mid 2-pack.,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Fully lined sports bras in fast-drying functional fabric with a racer back and wide, elasticated hem. Medium support."
0926482001,926482,Big scrunchie,73,Hair string,Accessories,1010016,Solid,61,Light Purple,1,Dusty Light,6,Lilac Purple,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Large elasticated scrunchie in an airy weave.
0926490001,926490,Runner fur,262,Jacket,Garment Upper body,1010026,Other structure,11,Off White,1,Dusty Light,9,White,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Short, boxy jacket in soft faux fur with a collar, diagonal hook-and-eye fastening at the top, front pockets and long, wide sleeves that taper to the cuffs. Lined."
0926500001,926500,Sonoma Midwash Denim,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed, sturdy denim. Slightly looser fit with an extra-high waist, zip fly and button and tapered legs. The cotton content of the jeans is partly recycled."
0926502001,926502,Hudson Wide Leg Denim,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket jeans in washed cotton denim with a high waist, zip fly and button and wide legs. The cotton content of the jeans is partly recycled."
0926504001,926504,Seychelles top,254,Top,Garment Upper body,1010016,Solid,21,Light Yellow,1,Dusty Light,11,Beige,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Fully lined, bralette-style cropped top in sturdy jersey with a V-neck and wide hook-and-eye fastening at the back. The polyester content of the top’s lining is recycled."
0926520001,926520,Basic Big claw,72,Hair clip,Accessories,1010019,Transparent,10,White,3,Light,9,White,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Large hair claw in transparent plastic.
0926548001,926548,Franka LS,254,Top,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Long-sleeved top in soft jersey made from a cotton blend with a gathered seam under the bust for added width and soft draping.
0926589001,926589,NEW HONEY HEART BELT,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Belt in imitation leather with a heart-shaped metal buckle. Width 3.5 cm.
0926603001,926603,Walnut 2-pack sport sock,302,Socks,Socks & Tights,1010005,Colour blocking,10,White,3,Light,9,White,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,Fine-knit sports socks with a ribbed shaft. The polyester content of the socks is partly recycled.
0926638001,926638,Cherry coat,262,Jacket,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Straight-cut, calf-length coat in a soft, felted wool blend with notch lapels, a detachable tie belt at the waist, side pockets and a high-cut single back vent. No fasteners. Lined."
0926640001,926640,Cat Kickflare,272,Trousers,Garment Lower body,1010010,Melange,9,Black,4,Dark,12,Grey,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Leggings in soft jersey with flared legs. Wide, foldover panel at the waist, which means they can be worn both during and after pregnancy."
0926645001,926645,Ed Willow Hood dress,265,Dress,Garment Full body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Straight-cut dress in sweatshirt fabric made from a cotton blend with a lined hood. Dropped shoulder seams, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
0926655001,926655,LOGG Solange RW.,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button, and skinny legs."
0926668001,926668,JAIPUR SUMMER BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in a viscose crêpe weave with a V-neck, buttons down the front and long balloon sleeves with elastication and a flounced trim at the cuffs. Flounced trim around the neckline and down the front."
0926668002,926668,JAIPUR SUMMER BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in a viscose crêpe weave with a V-neck, buttons down the front and long balloon sleeves with elastication and a flounced trim at the cuffs. Flounced trim around the neckline and down the front."
0926737001,926737,Mercy Fancy Sneaker,94,Sneakers,Shoes,1010002,Application/3D,10,White,3,Light,9,White,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Trainers in imitation leather with a lightly padded edge and tongue and lacing at the front. Linings and insoles in recycled polyester and rubber soles.
0926750002,926750,Bina washed crew,252,Sweater,Garment Upper body,1010016,Solid,21,Light Yellow,1,Dusty Light,8,Yellow,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Top in soft sweatshirt fabric made from a cotton blend. Long raglan sleeves and ribbing around the neckline, cuffs and hem."
0926799001,926799,Montmartre,265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a cotton weave with a small, gathered stand-up collar, buttons at the top and long, wide sleeves with buttoned cuffs. Gathered seam at the waist for added width and soft draping."
0926825001,926825,Lay HW loose woven dressed TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Tailored trousers in a soft weave. High waist with elastication at the back, a button at the front and fly. Front pockets, a fake back pocket and straight legs with pleats for added width."
0926842001,926842,NASA Fancy s/s tee,255,T-shirt,Garment Upper body,1010005,Colour blocking,9,Black,4,Dark,5,Black,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Block-coloured T-shirt in cotton jersey with a print motif, text-print trims down the sleeves and a ribbed trim around the neckline."
0926847001,926847,OAT regular tee,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"T-shirt in pima cotton jersey with a round, rib-trimmed neckline and a straight-cut hem with short slits in the sides."
0926875001,926875,9p rub pins,72,Hair clip,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal hair grips in different colours.
0926921001,926921,Utility Jersey Joggers,272,Trousers,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Ankle-length joggers in sweatshirt fabric made from a cotton blend. High waist with covered elastication and a drawstring, discreet side pockets, flap leg pockets with a concealed press-stud, and gently tapered legs with covered elastication at the hems. Brushed inside."
0926921002,926921,Utility Jersey Joggers,272,Trousers,Garment Lower body,1010016,Solid,14,Dark Beige,2,Medium Dusty,11,Beige,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Ankle-length joggers in sweatshirt fabric made from a cotton blend. High waist with covered elastication and a drawstring, discreet side pockets, flap leg pockets with a concealed press-stud, and gently tapered legs with covered elastication at the hems. Brushed inside."
0926921003,926921,Utility Jersey Joggers,272,Trousers,Garment Lower body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Ankle-length joggers in sweatshirt fabric made from a cotton blend. High waist with covered elastication and a drawstring, discreet side pockets, flap leg pockets with a concealed press-stud, and gently tapered legs with covered elastication at the hems. Brushed inside."
0926938001,926938,Seamless Leggings Plain,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,High-waisted leggings in jersey with a wide waist panel. The leggings are designed with the minimum number of seams for a more comfortable fit and increased mobility.
0926993001,926993,DIV+ Cava,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Short dress in a softly draping weave with a collar, V-neck, concealed buttons down the front and a tie belt at the waist. Long sleeves with buttoned cuffs, and a rounded hem. Unlined."
0927069001,927069,Sigrid aliceband,74,Hair/alice band,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Rope-braided Alice band in imitation leather with metal tips.
0927225001,927225,Morning sweater,252,Sweater,Garment Upper body,1010022,Jacquard,9,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft jacquard knit with long puff sleeves and ribbing around the neckline, cuffs and hem."
0927336001,927336,Cypress Dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Straight-cut, knee-length dress in woven fabric with a small, gathered collar and V-shaped opening at the top. Long sleeves with buttoned cuffs, a narrow detachable belt at the waist, and a rounded hem. Slightly longer at the back. Unlined."
0927336002,927336,Cypress Dress,265,Dress,Garment Full body,1010017,Stripe,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Straight-cut, knee-length dress in woven fabric with a small, gathered collar and V-shaped opening at the top. Long sleeves with buttoned cuffs, a narrow detachable belt at the waist, and a rounded hem. Slightly longer at the back. Unlined."
0927358001,927358,Bobbie Blazer,264,Blazer,Garment Upper body,1010016,Solid,61,Light Purple,3,Light,6,Lilac Purple,4091,Price Items,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Cropped blazer in woven fabric with notch lapels, a covered button at the front, seams at the front and long sleeves. Unlined."
0927491001,927491,Cala s2,265,Dress,Garment Full body,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in woven fabric with a small stand-up collar and a V-shaped opening with a concealed button at the front. Yoke with gathers at the shoulders and back, long sleeves with buttoned cuffs and a seam with covered elastication and a sewn-in belt at the waist. Unlined."
0927491002,927491,Cala s2,265,Dress,Garment Full body,1010001,All over pattern,19,Greenish Khaki,1,Dusty Light,20,Khaki green,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in woven fabric with a small stand-up collar and a V-shaped opening with a concealed button at the front. Yoke with gathers at the shoulders and back, long sleeves with buttoned cuffs and a seam with covered elastication and a sewn-in belt at the waist. Unlined."
0927529001,927529,Truman top,254,Top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Long-sleeved top in soft mesh with a round neck and extra-long, gathered sleeves."
0927529002,927529,Truman top,254,Top,Garment Upper body,1010001,All over pattern,73,Dark Blue,2,Medium Dusty,2,Blue,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Long-sleeved top in soft mesh with a round neck and extra-long, gathered sleeves."
0927529004,927529,Truman top,254,Top,Garment Upper body,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,12,Grey,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Long-sleeved top in soft mesh with a round neck and extra-long, gathered sleeves."
0927530004,927530,Battleship dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Long dress in mesh with a round neckline, long sleeves and concealed elastication down the front and sleeves for a draped look. Lined."
0927530005,927530,Battleship dress,265,Dress,Garment Full body,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,12,Grey,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Long dress in mesh with a round neckline, long sleeves and concealed elastication down the front and sleeves for a draped look. Lined."
0927530006,927530,Battleship dress,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,2,Medium Dusty,2,Blue,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Long dress in mesh with a round neckline, long sleeves and concealed elastication down the front and sleeves for a draped look. Lined."
0927553002,927553,Nutmeg Top,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Cropped, V-neck bralette top with draped cups, narrow, adjustable shoulder straps and smocking at the back. Lined."
0927559002,927559,CLOUDBERRY DRESS,265,Dress,Garment Full body,1010004,Check,63,Dark Purple,5,Bright,6,Lilac Purple,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a crêpe weave with a stand-up collar and V-shaped opening at the top with ties at the front. 3/4-length puff sleeves with buttoned cuffs, a seam at the hips and flared skirt. Unlined."
0927560001,927560,VERA SHIRT DRESS,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in woven fabric with a sheen. Collar, buttons at the top, long puff sleeves with buttoned cuffs, a seam at the waist and a flared skirt. Unlined."
0927560002,927560,VERA SHIRT DRESS,265,Dress,Garment Full body,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in woven fabric with a sheen. Collar, buttons at the top, long puff sleeves with buttoned cuffs, a seam at the waist and a flared skirt. Unlined."
